epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,2862.21,1.08627,1.02151,1.23077,0.76835,0.812,0.82114,0.57858,0.97059,0.78446,1.21656,0.008416,0.008416,0.008416
26,2960.57,1.07212,0.99086,1.22346,0.76947,0.77028,0.81833,0.57505,0.97231,0.78833,1.21083,0.00835,0.00835,0.00835
27,3059.11,1.05934,0.98647,1.22072,0.76206,0.78768,0.79607,0.55736,0.95965,0.78814,1.20643,0.008284,0.008284,0.008284
28,3155.85,1.05082,0.97455,1.21024,0.78923,0.81598,0.81923,0.58171,0.93741,0.76071,1.19502,0.008218,0.008218,0.008218
29,3255.31,1.0579,0.96765,1.21046,0.77455,0.81666,0.8235,0.58262,0.94599,0.74281,1.19797,0.008152,0.008152,0.008152
30,3354.02,1.04352,0.9405,1.20942,0.75838,0.79512,0.81196,0.57717,0.92749,0.75177,1.18302,0.008086,0.008086,0.008086
31,3453.78,1.04708,0.94457,1.20712,0.78174,0.83849,0.83477,0.59944,0.91835,0.72909,1.17228,0.00802,0.00802,0.00802
32,3553.94,1.03388,0.93696,1.19973,0.77667,0.8262,0.8298,0.59567,0.93213,0.73009,1.17523,0.007954,0.007954,0.007954
33,3654.08,1.03457,0.93248,1.19754,0.78699,0.82802,0.83579,0.59889,0.92373,0.71581,1.18136,0.007888,0.007888,0.007888
34,3760.07,1.02741,0.93214,1.195,0.79584,0.83454,0.83696,0.60657,0.90961,0.69846,1.1614,0.007822,0.007822,0.007822
35,3859.61,1.02305,0.90774,1.19063,0.80699,0.85997,0.85304,0.61704,0.91666,0.68611,1.17035,0.007756,0.007756,0.007756
36,3959.33,1.0106,0.88267,1.18011,0.77727,0.84762,0.83223,0.60888,0.89431,0.68809,1.14952,0.00769,0.00769,0.00769
37,4059.36,1.01369,0.88208,1.18596,0.80022,0.83862,0.85168,0.61823,0.89795,0.69295,1.15077,0.007624,0.007624,0.007624
38,4164.7,1.00754,0.8784,1.18499,0.79063,0.84385,0.8451,0.61151,0.8931,0.6845,1.158,0.007558,0.007558,0.007558
39,4268.05,1.00066,0.85924,1.17422,0.79237,0.84808,0.85447,0.62337,0.87473,0.66438,1.1411,0.007492,0.007492,0.007492
40,4371.68,1.0067,0.86988,1.17798,0.78718,0.84854,0.85061,0.62367,0.87608,0.67178,1.1355,0.007426,0.007426,0.007426
41,4471.79,0.9991,0.86256,1.17417,0.80601,0.85718,0.86158,0.62867,0.88166,0.66025,1.14514,0.00736,0.00736,0.00736
42,4570.28,0.97749,0.84426,1.16911,0.7924,0.85323,0.85271,0.62636,0.87646,0.65933,1.14278,0.007294,0.007294,0.007294
43,4672.9,0.97434,0.84878,1.16619,0.80993,0.8451,0.85419,0.63097,0.8721,0.65246,1.13308,0.007228,0.007228,0.007228
44,4775.49,0.984,0.84862,1.16866,0.80626,0.8491,0.85363,0.63051,0.85786,0.65232,1.12436,0.007162,0.007162,0.007162
45,4885.84,0.98246,0.84841,1.16445,0.80601,0.86019,0.85799,0.6324,0.86345,0.64397,1.12533,0.007096,0.007096,0.007096
46,4989.07,0.97018,0.81953,1.16045,0.80712,0.86996,0.85771,0.63945,0.83621,0.62791,1.10233,0.00703,0.00703,0.00703
47,5092.74,0.96944,0.82148,1.15805,0.82524,0.85895,0.86469,0.64297,0.8397,0.61697,1.10736,0.006964,0.006964,0.006964
48,5200.29,0.95948,0.80526,1.15041,0.81608,0.85515,0.86586,0.64352,0.85092,0.62986,1.11431,0.006898,0.006898,0.006898
49,5307.1,0.96599,0.81732,1.15298,0.81832,0.8636,0.86973,0.64833,0.83798,0.62174,1.11096,0.006832,0.006832,0.006832
50,5408.32,0.96592,0.81759,1.15459,0.81553,0.87511,0.86713,0.64959,0.84296,0.62092,1.11019,0.006766,0.006766,0.006766
51,5510.86,0.95965,0.8045,1.15103,0.8084,0.86466,0.85955,0.64042,0.83766,0.63486,1.10914,0.0067,0.0067,0.0067
52,5618.59,0.95176,0.80315,1.14944,0.82355,0.85955,0.86926,0.6478,0.82676,0.60591,1.09484,0.006634,0.006634,0.006634
53,5728.16,0.95518,0.80951,1.14944,0.81146,0.86942,0.86768,0.65645,0.8331,0.59912,1.09967,0.006568,0.006568,0.006568
54,5820.32,0.95021,0.80028,1.14643,0.81952,0.8822,0.86839,0.65341,0.82847,0.59589,1.10394,0.006502,0.006502,0.006502
55,5903.06,0.94007,0.77298,1.13776,0.82301,0.87062,0.87006,0.65816,0.82125,0.59203,1.09713,0.006436,0.006436,0.006436
56,5986.94,0.93659,0.78044,1.13649,0.82889,0.88357,0.87141,0.65787,0.81783,0.5934,1.08683,0.00637,0.00637,0.00637
57,6070.26,0.94446,0.79224,1.14585,0.82013,0.88382,0.87715,0.66267,0.81702,0.59852,1.09215,0.006304,0.006304,0.006304
58,7540.48,0.94109,0.78134,1.14111,0.82285,0.89134,0.87673,0.66545,0.8119,0.58111,1.08461,0.006238,0.006238,0.006238
59,7631.86,0.9338,0.77022,1.13596,0.82203,0.88692,0.87669,0.66999,0.80883,0.58214,1.08265,0.006172,0.006172,0.006172
60,7717.16,0.92422,0.77041,1.13183,0.81594,0.8787,0.86882,0.66113,0.80915,0.58148,1.08242,0.006106,0.006106,0.006106
61,7799.91,0.91715,0.75301,1.12299,0.81786,0.88189,0.87233,0.66684,0.80099,0.58383,1.07923,0.00604,0.00604,0.00604
62,7883.15,0.91803,0.75572,1.12948,0.82742,0.87943,0.87571,0.6677,0.80355,0.57884,1.07898,0.005974,0.005974,0.005974
63,7962.84,0.91765,0.75779,1.12494,0.83548,0.87247,0.87825,0.66927,0.80472,0.58077,1.07703,0.005908,0.005908,0.005908
64,8043.95,0.91455,0.74882,1.12772,0.82711,0.88108,0.87789,0.67268,0.7962,0.57825,1.07547,0.005842,0.005842,0.005842
65,8126.16,0.91495,0.7459,1.12486,0.83839,0.87258,0.87928,0.67213,0.80107,0.57065,1.07935,0.005776,0.005776,0.005776
66,8207.16,0.9123,0.7423,1.12164,0.82365,0.8929,0.87653,0.6703,0.79555,0.56897,1.07813,0.00571,0.00571,0.00571
67,8292.41,0.9057,0.74543,1.12472,0.83619,0.89577,0.88658,0.68445,0.78704,0.55918,1.0716,0.005644,0.005644,0.005644
68,8393.68,0.90688,0.73949,1.12422,0.83357,0.88809,0.88022,0.67575,0.78939,0.56484,1.07338,0.005578,0.005578,0.005578
69,8497.44,0.90829,0.73522,1.11895,0.83456,0.87951,0.88191,0.67612,0.7848,0.56392,1.06829,0.005512,0.005512,0.005512
70,8597.43,0.89854,0.72809,1.11518,0.8335,0.88283,0.88143,0.67866,0.78243,0.55831,1.06608,0.005446,0.005446,0.005446
71,8699.15,0.90441,0.71564,1.11806,0.83221,0.88721,0.88575,0.68253,0.78605,0.55679,1.06888,0.00538,0.00538,0.00538
72,8803.97,0.89422,0.72374,1.11422,0.82914,0.88899,0.88112,0.67849,0.77975,0.55479,1.06296,0.005314,0.005314,0.005314
73,8908.4,0.89643,0.72287,1.11373,0.82997,0.90328,0.88612,0.68631,0.77553,0.55456,1.06014,0.005248,0.005248,0.005248
74,9012.62,0.88806,0.70401,1.11078,0.84282,0.88548,0.88023,0.67982,0.7739,0.55672,1.06278,0.005182,0.005182,0.005182
75,9115.5,0.89295,0.70532,1.11386,0.83604,0.89058,0.88101,0.68202,0.77297,0.55455,1.06331,0.005116,0.005116,0.005116
76,9218.69,0.88506,0.7012,1.10741,0.83781,0.89232,0.88469,0.6838,0.77544,0.55533,1.06131,0.00505,0.00505,0.00505
77,9324.98,0.88297,0.70186,1.10406,0.83774,0.89635,0.88787,0.68844,0.76829,0.54489,1.05424,0.004984,0.004984,0.004984
78,9430.67,0.87405,0.69267,1.09981,0.83403,0.89568,0.8889,0.68835,0.76919,0.54463,1.05246,0.004918,0.004918,0.004918
79,9534.31,0.87721,0.70345,1.10372,0.83652,0.89045,0.88623,0.68714,0.76333,0.53748,1.04998,0.004852,0.004852,0.004852
80,9636.4,0.87413,0.68781,1.09982,0.83306,0.89351,0.88614,0.68998,0.76507,0.54021,1.05109,0.004786,0.004786,0.004786
81,9738.26,0.87975,0.69165,1.10478,0.83816,0.89301,0.88788,0.69197,0.76349,0.54084,1.04997,0.00472,0.00472,0.00472
82,9842.22,0.87224,0.68459,1.09782,0.84306,0.89314,0.88766,0.69131,0.75895,0.53601,1.04828,0.004654,0.004654,0.004654
83,9945.47,0.8658,0.68219,1.09773,0.84328,0.89167,0.88572,0.69072,0.754,0.53304,1.04565,0.004588,0.004588,0.004588
84,10046.1,0.86203,0.67191,1.0957,0.84612,0.88819,0.88375,0.68939,0.75501,0.53242,1.04365,0.004522,0.004522,0.004522
85,10147.6,0.86351,0.6803,1.09357,0.8432,0.89215,0.89057,0.6936,0.75542,0.53015,1.044,0.004456,0.004456,0.004456
86,10250.5,0.86141,0.68283,1.096,0.84974,0.88211,0.89124,0.69776,0.74814,0.52789,1.0405,0.00439,0.00439,0.00439
87,10352.1,0.85709,0.6737,1.09128,0.83873,0.89558,0.89092,0.69955,0.74527,0.52682,1.03814,0.004324,0.004324,0.004324
88,10454.9,0.84288,0.66327,1.08969,0.84221,0.89502,0.89034,0.69939,0.74608,0.52845,1.03898,0.004258,0.004258,0.004258
89,10560.4,0.84889,0.66299,1.08724,0.84546,0.89675,0.8916,0.70008,0.74654,0.52667,1.03683,0.004192,0.004192,0.004192
90,10663.5,0.85119,0.66525,1.09435,0.84388,0.89758,0.88605,0.6951,0.74514,0.52825,1.03398,0.004126,0.004126,0.004126
91,10764.6,0.85009,0.66444,1.08729,0.83982,0.89505,0.88623,0.69759,0.74309,0.52872,1.03405,0.00406,0.00406,0.00406
92,10868.3,0.84198,0.65819,1.08938,0.8454,0.89642,0.88918,0.69798,0.74163,0.52371,1.03291,0.003994,0.003994,0.003994
93,10964.8,0.83377,0.6553,1.0825,0.84851,0.89193,0.88944,0.70008,0.73897,0.52224,1.02968,0.003928,0.003928,0.003928
94,11045.3,0.84223,0.65675,1.08201,0.84477,0.88991,0.88936,0.70127,0.73702,0.52448,1.03001,0.003862,0.003862,0.003862
95,11127.3,0.84072,0.65457,1.08169,0.84897,0.88197,0.88887,0.7014,0.73518,0.52406,1.02807,0.003796,0.003796,0.003796
96,11208.7,0.84206,0.64574,1.08347,0.84705,0.88924,0.88757,0.69929,0.73439,0.5236,1.02724,0.00373,0.00373,0.00373
97,11291.7,0.83322,0.64446,1.0806,0.84935,0.88552,0.88937,0.70211,0.73743,0.52284,1.02982,0.003664,0.003664,0.003664
98,11374.6,0.83112,0.64135,1.07551,0.84509,0.88934,0.88881,0.70165,0.73696,0.52264,1.03072,0.003598,0.003598,0.003598
99,11454.7,0.82726,0.63862,1.07834,0.84732,0.89253,0.88958,0.70273,0.73445,0.52057,1.02806,0.003532,0.003532,0.003532
100,11536.4,0.82806,0.6465,1.08096,0.84801,0.89207,0.89014,0.70353,0.73254,0.52016,1.02712,0.003466,0.003466,0.003466
101,11615.8,0.82762,0.63963,1.0794,0.85067,0.89015,0.88987,0.70481,0.7311,0.52061,1.02555,0.0034,0.0034,0.0034
102,11697.3,0.82061,0.62496,1.07264,0.85202,0.89209,0.89,0.70598,0.72772,0.51812,1.02436,0.003334,0.003334,0.003334
103,11779,0.81645,0.62875,1.07324,0.85198,0.89307,0.88915,0.70454,0.72678,0.51796,1.02423,0.003268,0.003268,0.003268
104,11863.3,0.82155,0.63287,1.0746,0.8501,0.89416,0.88964,0.70578,0.72769,0.51732,1.02502,0.003202,0.003202,0.003202
105,11946.4,0.81786,0.62673,1.06864,0.85089,0.89476,0.89161,0.707,0.72639,0.51523,1.02397,0.003136,0.003136,0.003136
106,12029.5,0.80977,0.61911,1.06728,0.84658,0.8991,0.89194,0.70785,0.72572,0.51469,1.02344,0.00307,0.00307,0.00307
107,12113.4,0.8166,0.61906,1.06949,0.84974,0.89622,0.89197,0.70803,0.72242,0.51277,1.02067,0.003004,0.003004,0.003004
108,12194.7,0.80523,0.61455,1.0607,0.84703,0.89883,0.89072,0.70743,0.72169,0.51365,1.02025,0.002938,0.002938,0.002938
109,12278.5,0.79851,0.61056,1.06369,0.84687,0.89815,0.88935,0.70739,0.71953,0.51337,1.01862,0.002872,0.002872,0.002872
110,12360.3,0.80202,0.61802,1.06425,0.84562,0.89899,0.88885,0.70703,0.71877,0.51346,1.01763,0.002806,0.002806,0.002806
111,12443.8,0.79421,0.60933,1.06143,0.8488,0.89426,0.88864,0.70664,0.71731,0.51175,1.01635,0.00274,0.00274,0.00274
112,12527.1,0.79879,0.59771,1.06094,0.8483,0.89309,0.88824,0.70672,0.7166,0.51076,1.01481,0.002674,0.002674,0.002674
113,12610.3,0.79652,0.59518,1.0564,0.84878,0.89611,0.88897,0.70732,0.71691,0.51079,1.01522,0.002608,0.002608,0.002608
114,12692,0.78871,0.5985,1.05576,0.84553,0.90021,0.8899,0.70824,0.7159,0.50994,1.01426,0.002542,0.002542,0.002542
115,12776.5,0.80006,0.60394,1.06024,0.84665,0.89936,0.89014,0.70822,0.71573,0.51,1.01475,0.002476,0.002476,0.002476
116,12858.6,0.78712,0.59841,1.05697,0.8499,0.89782,0.89076,0.70928,0.71528,0.50842,1.01475,0.00241,0.00241,0.00241
117,12939.8,0.78786,0.59478,1.05463,0.85177,0.89733,0.89044,0.70949,0.71397,0.50934,1.01435,0.002344,0.002344,0.002344
118,13023.6,0.78323,0.58634,1.0525,0.84713,0.90217,0.89014,0.71039,0.71332,0.50933,1.01358,0.002278,0.002278,0.002278
119,13109.3,0.77812,0.58659,1.0483,0.84911,0.89937,0.88975,0.71054,0.71368,0.50871,1.01378,0.002212,0.002212,0.002212
120,13193.9,0.77832,0.58701,1.05133,0.85093,0.89762,0.88964,0.71032,0.71294,0.50882,1.01326,0.002146,0.002146,0.002146
121,13276.3,0.77858,0.58804,1.05461,0.84652,0.90158,0.88965,0.71074,0.71244,0.50856,1.01348,0.00208,0.00208,0.00208
122,13358.6,0.77424,0.57448,1.05237,0.84845,0.90091,0.88991,0.71062,0.71171,0.50977,1.01365,0.002014,0.002014,0.002014
123,13440.9,0.77895,0.57992,1.05353,0.84921,0.89918,0.89083,0.71265,0.71053,0.50873,1.01282,0.001948,0.001948,0.001948
124,13522.6,0.76782,0.5726,1.04421,0.84975,0.90018,0.89152,0.71358,0.71058,0.50782,1.01282,0.001882,0.001882,0.001882
125,13608.7,0.77009,0.57894,1.04468,0.8506,0.9012,0.89194,0.71397,0.7102,0.50662,1.01253,0.001816,0.001816,0.001816
126,13691.2,0.76807,0.57088,1.04388,0.85183,0.89984,0.89173,0.71426,0.70958,0.50654,1.01205,0.00175,0.00175,0.00175
127,13772.4,0.76267,0.57298,1.04152,0.84974,0.89967,0.89134,0.71456,0.70851,0.50708,1.01161,0.001684,0.001684,0.001684
128,13853.1,0.7529,0.55974,1.03547,0.84798,0.90221,0.89102,0.71441,0.70853,0.50722,1.01199,0.001618,0.001618,0.001618
129,13932.4,0.75247,0.56521,1.03808,0.84685,0.90207,0.89008,0.71377,0.70742,0.50697,1.0112,0.001552,0.001552,0.001552
130,14019.6,0.74728,0.55974,1.0391,0.8497,0.89841,0.88977,0.714,0.70663,0.50774,1.01087,0.001486,0.001486,0.001486
131,14099.6,0.75298,0.56234,1.04045,0.84884,0.89872,0.88937,0.71384,0.70578,0.50784,1.01011,0.00142,0.00142,0.00142
132,14182.7,0.75096,0.55767,1.04032,0.84954,0.89826,0.88882,0.71401,0.70517,0.50834,1.00983,0.001354,0.001354,0.001354
133,14265.6,0.75736,0.56143,1.03955,0.85116,0.89726,0.88854,0.71379,0.70493,0.50867,1.00973,0.001288,0.001288,0.001288
134,14346.5,0.7407,0.54831,1.03689,0.85228,0.89538,0.88853,0.71353,0.70521,0.50895,1.01005,0.001222,0.001222,0.001222
135,14427.2,0.75442,0.55726,1.03754,0.85037,0.8966,0.8887,0.71357,0.70498,0.50914,1.01008,0.001156,0.001156,0.001156
136,14510.4,0.74203,0.54931,1.03346,0.84994,0.8971,0.88894,0.71401,0.70458,0.50915,1.01002,0.00109,0.00109,0.00109
137,14589,0.74463,0.54897,1.03599,0.85028,0.89699,0.88919,0.71393,0.70384,0.50944,1.00963,0.001024,0.001024,0.001024
138,14668.9,0.73127,0.53913,1.03176,0.85034,0.89727,0.88928,0.71404,0.70312,0.50911,1.00922,0.000958,0.000958,0.000958
139,14752.8,0.73693,0.54702,1.0321,0.85009,0.89607,0.88907,0.71392,0.70228,0.50899,1.00858,0.000892,0.000892,0.000892
140,14847,0.73617,0.53997,1.02878,0.84905,0.89689,0.8888,0.71387,0.70183,0.50936,1.00838,0.000826,0.000826,0.000826
141,14933.7,0.66731,0.46591,0.99633,0.84995,0.89659,0.88848,0.71401,0.70148,0.50942,1.00806,0.00076,0.00076,0.00076
142,15011.1,0.65795,0.45947,0.99075,0.85012,0.89678,0.88839,0.71364,0.7013,0.50986,1.00789,0.000694,0.000694,0.000694
143,15091.8,0.6524,0.4526,0.99245,0.85172,0.8958,0.8883,0.71367,0.70078,0.50947,1.00753,0.000628,0.000628,0.000628
144,15170.8,0.64677,0.44801,0.98659,0.85113,0.89579,0.88832,0.71339,0.70023,0.50951,1.00705,0.000562,0.000562,0.000562
145,15249.3,0.64484,0.45238,0.98173,0.85112,0.89483,0.88818,0.71401,0.69964,0.50891,1.00667,0.000496,0.000496,0.000496
146,15327.7,0.63601,0.44093,0.98065,0.85257,0.89431,0.88805,0.71411,0.69927,0.50884,1.00641,0.00043,0.00043,0.00043
147,15404.4,0.63567,0.44137,0.97936,0.85276,0.89304,0.88795,0.71459,0.69905,0.50861,1.00623,0.000364,0.000364,0.000364
148,15482.1,0.6264,0.43134,0.97587,0.85297,0.89271,0.88801,0.71461,0.69869,0.50827,1.006,0.000298,0.000298,0.000298
149,15560.3,0.6278,0.42857,0.9771,0.85195,0.89281,0.88774,0.71452,0.69837,0.50828,1.00587,0.000232,0.000232,0.000232
150,15641.9,0.62736,0.43226,0.97642,0.8514,0.89299,0.88781,0.71468,0.69797,0.50823,1.00566,0.000166,0.000166,0.000166
